subject-id,DSC,ASD,HD95,NSD,model,anatomy
s0746_hip_msk,0.84,0.86,2.83,0.46,OneDConcat,hip
s1090_rib_msk,0.57,0.87,3.61,0.5,TwoDPermuteConcat,rib
s1090_rib_msk,0.55,0.86,5.92,0.48,SwinUNETR,rib
sub-verse073_vert-24-seg-vert_msk,0.86,0.71,2.0,0.87,TwoDPermuteConcat,vertebra
s0880_femur_right_msk,0.94,0.85,2.45,0.87,AttentionUnet,femur
s0746_hip_msk,0.87,0.64,2.24,0.59,AttentionUnet,hip
s1090_rib_msk,0.56,0.89,2.45,0.52,UNet,rib
s0746_hip_msk,0.86,0.77,2.83,0.52,UNet,hip
sub-verse073_vert-24-seg-vert_msk,0.84,0.79,2.24,0.83,UNETR,vertebra
s0880_femur_right_msk,0.95,0.78,2.83,0.88,UNet,femur
s1090_rib_msk,0.28,1.73,14.18,0.3,OneDConcat,rib
s0746_hip_msk,0.87,0.67,2.24,0.58,SwinUNETR,hip
s0880_femur_right_msk,0.92,1.26,3.16,0.75,MultiScale2DPermuteConcat,femur
sub-verse073_vert-24-seg-vert_msk,0.86,0.72,2.24,0.84,UNet,vertebra
s0880_femur_right_msk,0.94,0.94,3.0,0.83,TwoDPermuteConcat,femur
s1090_rib_msk,0.38,1.38,5.1,0.37,TLPredictor,rib
sub-verse073_vert-24-seg-vert_msk,0.81,1.02,2.83,0.75,TLPredictor,vertebra
s0746_hip_msk,0.86,0.72,2.83,0.53,UNETR,hip
sub-verse073_vert-24-seg-vert_msk,0.86,0.69,2.24,0.85,AttentionUnet,vertebra
s0880_femur_right_msk,0.87,2.16,6.0,0.54,OneDConcat,femur
s1090_rib_msk,0.56,0.89,6.63,0.5,MultiScale2DPermuteConcat,rib
s0746_hip_msk,0.86,0.73,2.24,0.53,MultiScale2DPermuteConcat,hip
s0746_hip_msk,0.88,0.68,2.24,0.56,TwoDPermuteConcat,hip
s0880_femur_right_msk,0.93,1.0,3.0,0.82,UNETR,femur
s1090_rib_msk,0.57,0.75,3.0,0.52,AttentionUnet,rib
sub-verse073_vert-24-seg-vert_msk,0.83,0.87,2.24,0.81,MultiScale2DPermuteConcat,vertebra
s1090_rib_msk,0.45,1.22,6.16,0.41,UNETR,rib
sub-verse073_vert-24-seg-vert_msk,0.86,0.72,2.0,0.87,SwinUNETR,vertebra
s0880_femur_right_msk,0.9,1.5,4.12,0.64,TLPredictor,femur
s0746_hip_msk,0.84,0.87,3.16,0.46,TLPredictor,hip
s0593_hip_msk,0.81,0.93,3.0,0.41,OneDConcat,hip
sub-verse095_vert-10-seg-vert_msk,0.85,0.61,1.41,0.94,UNet,vertebra
s0428_femur_left_msk,0.95,0.74,2.24,0.9,SwinUNETR,femur
s1387_rib_msk,0.35,1.68,14.87,0.29,OneDConcat,rib
s0593_hip_msk,0.83,1.17,2.83,0.45,UNETR,hip
sub-verse095_vert-10-seg-vert_msk,0.85,0.55,1.41,0.93,MultiScale2DPermuteConcat,vertebra
s0428_femur_left_msk,0.91,1.28,3.32,0.74,MultiScale2DPermuteConcat,femur
s1387_rib_msk,0.46,1.01,9.79,0.35,UNet,rib
s0593_hip_msk,0.88,0.64,2.24,0.6,MultiScale2DPermuteConcat,hip
s1387_rib_msk,0.45,0.99,8.66,0.33,SwinUNETR,rib
sub-verse095_vert-10-seg-vert_msk,0.88,0.45,1.41,0.96,SwinUNETR,vertebra
s0428_femur_left_msk,0.94,0.94,2.83,0.84,AttentionUnet,femur
s1387_rib_msk,0.28,1.92,9.22,0.24,TLPredictor,rib
s0428_femur_left_msk,0.91,1.25,3.32,0.74,TLPredictor,femur
s0593_hip_msk,0.83,0.91,3.0,0.45,TLPredictor,hip
sub-verse095_vert-10-seg-vert_msk,0.88,0.45,1.41,0.95,TwoDPermuteConcat,vertebra
s0428_femur_left_msk,0.93,1.0,3.32,0.81,TwoDPermuteConcat,femur
s1387_rib_msk,0.54,0.96,4.24,0.42,TwoDPermuteConcat,rib
s0593_hip_msk,0.88,0.61,2.0,0.6,TwoDPermuteConcat,hip
sub-verse095_vert-10-seg-vert_msk,0.84,0.6,2.24,0.89,OneDConcat,vertebra
s0428_femur_left_msk,0.91,1.32,4.12,0.74,UNETR,femur
s1387_rib_msk,0.51,0.89,12.08,0.39,MultiScale2DPermuteConcat,rib
s0593_hip_msk,0.85,0.78,2.45,0.48,UNet,hip
sub-verse095_vert-10-seg-vert_msk,0.88,0.43,1.41,0.96,AttentionUnet,vertebra
sub-verse095_vert-10-seg-vert_msk,0.86,0.46,1.41,0.94,UNETR,vertebra
s0593_hip_msk,0.87,0.63,2.0,0.59,AttentionUnet,hip
s1387_rib_msk,0.49,0.91,5.0,0.38,AttentionUnet,rib
s0428_femur_left_msk,0.93,0.95,2.83,0.86,UNet,femur
s1387_rib_msk,0.34,1.5,9.85,0.27,UNETR,rib
s0593_hip_msk,0.88,0.62,2.0,0.61,SwinUNETR,hip
s0428_femur_left_msk,0.91,1.35,4.12,0.72,OneDConcat,femur
sub-verse095_vert-10-seg-vert_msk,0.82,0.71,2.24,0.86,TLPredictor,vertebra
s0428_femur_right_msk,0.93,1.0,3.0,0.82,UNETR,femur
s0687_hip_msk,0.86,0.72,2.24,0.55,SwinUNETR,hip
s0752_rib_msk,0.49,1.13,9.9,0.4,SwinUNETR,rib
sub-verse095_vert-11-seg-vert_msk,0.73,1.11,2.83,0.74,TLPredictor,vertebra
sub-verse095_vert-11-seg-vert_msk,0.82,0.69,1.41,0.92,TwoDPermuteConcat,vertebra
s0428_femur_right_msk,0.95,0.79,2.24,0.92,AttentionUnet,femur
s0687_hip_msk,0.82,0.88,3.16,0.44,UNETR,hip
s0752_rib_msk,0.27,1.97,15.23,0.26,OneDConcat,rib
s0428_femur_right_msk,0.89,1.58,4.47,0.66,OneDConcat,femur
s0687_hip_msk,0.76,1.19,4.0,0.36,OneDConcat,hip
s0752_rib_msk,0.25,2.06,11.58,0.25,UNETR,rib
sub-verse095_vert-11-seg-vert_msk,0.8,0.73,2.0,0.89,SwinUNETR,vertebra
s0752_rib_msk,0.16,2.6,9.11,0.18,TLPredictor,rib
sub-verse095_vert-11-seg-vert_msk,0.75,0.96,2.24,0.81,OneDConcat,vertebra
s0687_hip_msk,0.83,0.89,3.0,0.48,MultiScale2DPermuteConcat,hip
s0428_femur_right_msk,0.91,1.25,3.46,0.76,TLPredictor,femur
s0687_hip_msk,0.87,0.68,2.24,0.57,TwoDPermuteConcat,hip
s0752_rib_msk,0.38,1.55,6.4,0.35,UNet,rib
sub-verse095_vert-11-seg-vert_msk,0.78,0.8,2.24,0.86,AttentionUnet,vertebra
s0428_femur_right_msk,0.94,0.84,2.83,0.87,SwinUNETR,femur
s0752_rib_msk,0.41,1.3,9.11,0.38,MultiScale2DPermuteConcat,rib
sub-verse095_vert-11-seg-vert_msk,0.77,0.81,2.24,0.85,UNETR,vertebra
s0428_femur_right_msk,0.94,0.85,2.45,0.88,UNet,femur
s0687_hip_msk,0.84,0.85,3.0,0.47,UNet,hip
s0752_rib_msk,0.45,1.32,5.0,0.4,TwoDPermuteConcat,rib
sub-verse095_vert-11-seg-vert_msk,0.76,0.83,2.24,0.82,MultiScale2DPermuteConcat,vertebra
s0428_femur_right_msk,0.94,0.84,2.24,0.89,MultiScale2DPermuteConcat,femur
s0687_hip_msk,0.83,0.8,2.83,0.5,AttentionUnet,hip
s0687_hip_msk,0.79,1.09,3.74,0.39,TLPredictor,hip
s0752_rib_msk,0.38,1.37,6.4,0.35,AttentionUnet,rib
s0428_femur_right_msk,0.94,0.8,2.83,0.87,TwoDPermuteConcat,femur
sub-verse095_vert-11-seg-vert_msk,0.75,0.98,2.24,0.79,UNet,vertebra
s0614_femur_left_msk,0.94,0.86,2.45,0.87,TwoDPermuteConcat,femur
s0869_hip_msk,0.88,0.73,2.24,0.52,TwoDPermuteConcat,hip
sub-verse095_vert-12-seg-vert_msk,0.84,0.61,1.73,0.91,MultiScale2DPermuteConcat,vertebra
s0833_rib_msk,0.5,0.93,4.12,0.5,AttentionUnet,rib
s0614_femur_left_msk,0.92,1.11,3.0,0.79,TLPredictor,femur
s0869_hip_msk,0.87,0.77,2.24,0.52,SwinUNETR,hip
sub-verse095_vert-12-seg-vert_msk,0.87,0.48,1.41,0.96,SwinUNETR,vertebra
s0833_rib_msk,0.34,1.45,13.89,0.36,OneDConcat,rib
s0869_hip_msk,0.84,0.93,3.0,0.43,UNETR,hip
s0614_femur_left_msk,0.95,0.74,2.45,0.9,SwinUNETR,femur
s0833_rib_msk,0.49,1.12,4.12,0.49,UNet,rib
sub-verse095_vert-12-seg-vert_msk,0.83,0.69,1.73,0.9,UNet,vertebra
s0869_hip_msk,0.86,0.8,2.45,0.5,MultiScale2DPermuteConcat,hip
s0614_femur_left_msk,0.95,0.77,2.24,0.91,UNet,femur
s0833_rib_msk,0.31,1.54,4.12,0.35,TLPredictor,rib
sub-verse095_vert-12-seg-vert_msk,0.84,0.58,1.73,0.92,OneDConcat,vertebra
s0833_rib_msk,0.5,1.06,4.24,0.51,TwoDPermuteConcat,rib
sub-verse095_vert-12-seg-vert_msk,0.87,0.51,1.41,0.96,TwoDPermuteConcat,vertebra
s0869_hip_msk,0.8,1.15,3.74,0.33,OneDConcat,hip
s0614_femur_left_msk,0.94,0.83,2.24,0.9,AttentionUnet,femur
s0614_femur_left_msk,0.95,0.76,2.24,0.9,MultiScale2DPermuteConcat,femur
sub-verse095_vert-12-seg-vert_msk,0.85,0.55,1.41,0.95,UNETR,vertebra
s0833_rib_msk,0.52,0.99,5.92,0.51,MultiScale2DPermuteConcat,rib
s0869_hip_msk,0.87,0.75,2.24,0.52,AttentionUnet,hip
sub-verse095_vert-12-seg-vert_msk,0.82,0.78,2.0,0.89,TLPredictor,vertebra
s0833_rib_msk,0.39,1.33,4.36,0.42,UNETR,rib
s0869_hip_msk,0.87,0.79,2.83,0.5,UNet,hip
s0614_femur_left_msk,0.94,0.9,2.45,0.88,UNETR,femur
s0869_hip_msk,0.82,1.03,3.46,0.39,TLPredictor,hip
s0833_rib_msk,0.56,0.89,6.32,0.53,SwinUNETR,rib
s0614_femur_left_msk,0.92,1.14,3.0,0.76,OneDConcat,femur
sub-verse095_vert-12-seg-vert_msk,0.86,0.53,1.41,0.95,AttentionUnet,vertebra
s0614_femur_right_msk,0.94,0.91,2.45,0.87,TwoDPermuteConcat,femur
s0613_rib_msk,0.45,1.2,4.24,0.42,TLPredictor,rib
s0029_hip_msk,0.84,0.87,3.0,0.45,MultiScale2DPermuteConcat,hip
sub-verse095_vert-13-seg-vert_msk,0.79,0.83,2.24,0.86,MultiScale2DPermuteConcat,vertebra
s0613_rib_msk,0.63,0.63,3.16,0.58,AttentionUnet,rib
s0029_hip_msk,0.73,1.4,4.12,0.25,TLPredictor,hip
sub-verse095_vert-13-seg-vert_msk,0.85,0.58,1.41,0.95,UNETR,vertebra
s0614_femur_right_msk,0.92,1.28,3.0,0.77,TLPredictor,femur
s0613_rib_msk,0.5,1.07,6.63,0.45,UNETR,rib
s0029_hip_msk,0.81,0.92,3.0,0.43,AttentionUnet,hip
s0614_femur_right_msk,0.94,0.87,2.45,0.86,MultiScale2DPermuteConcat,femur
sub-verse095_vert-13-seg-vert_msk,0.84,0.58,1.73,0.91,AttentionUnet,vertebra
sub-verse095_vert-13-seg-vert_msk,0.82,0.74,2.0,0.9,UNet,vertebra
s0029_hip_msk,0.84,0.89,3.0,0.47,SwinUNETR,hip
s0613_rib_msk,0.54,0.94,7.28,0.48,MultiScale2DPermuteConcat,rib
s0614_femur_right_msk,0.92,1.19,3.0,0.77,OneDConcat,femur
s0614_femur_right_msk,0.95,0.78,2.24,0.92,UNet,femur
s0029_hip_msk,0.75,1.39,4.58,0.31,UNETR,hip
s0613_rib_msk,0.55,0.91,3.74,0.48,TwoDPermuteConcat,rib
sub-verse095_vert-13-seg-vert_msk,0.81,0.82,2.0,0.88,TLPredictor,vertebra
s0029_hip_msk,0.81,0.98,3.32,0.4,TwoDPermuteConcat,hip
s0613_rib_msk,0.33,1.65,13.75,0.32,OneDConcat,rib
sub-verse095_vert-13-seg-vert_msk,0.83,0.69,2.0,0.92,TwoDPermuteConcat,vertebra
s0614_femur_right_msk,0.94,0.89,2.24,0.89,UNETR,femur
s0613_rib_msk,0.58,0.89,3.0,0.53,UNet,rib
s0029_hip_msk,0.82,0.95,3.0,0.4,UNet,hip
s0614_femur_right_msk,0.95,0.72,2.0,0.94,SwinUNETR,femur
sub-verse095_vert-13-seg-vert_msk,0.82,0.74,2.0,0.9,OneDConcat,vertebra
s0613_rib_msk,0.54,0.76,4.47,0.46,SwinUNETR,rib
sub-verse095_vert-13-seg-vert_msk,0.87,0.56,1.41,0.95,SwinUNETR,vertebra
s0614_femur_right_msk,0.94,0.88,2.24,0.9,AttentionUnet,femur
s0029_hip_msk,0.75,1.25,4.69,0.31,OneDConcat,hip
sub-verse095_vert-14-seg-vert_msk,0.85,0.59,1.41,0.93,TwoDPermuteConcat,vertebra
s0842_hip_msk,0.75,1.17,4.12,0.3,OneDConcat,hip
s0171_femur_left_msk,0.93,0.87,3.32,0.81,UNETR,femur
s1174_rib_msk,0.55,0.92,3.74,0.51,AttentionUnet,rib
s1174_rib_msk,0.51,1.09,6.78,0.48,MultiScale2DPermuteConcat,rib
s0842_hip_msk,0.84,0.78,2.83,0.51,SwinUNETR,hip
sub-verse095_vert-14-seg-vert_msk,0.87,0.53,1.41,0.94,UNETR,vertebra
s0171_femur_left_msk,0.94,0.75,3.0,0.84,SwinUNETR,femur
sub-verse095_vert-14-seg-vert_msk,0.86,0.56,1.41,0.94,AttentionUnet,vertebra
s0171_femur_left_msk,0.9,1.45,4.24,0.64,OneDConcat,femur
s0842_hip_msk,0.78,1.09,4.24,0.35,UNETR,hip
s1174_rib_msk,0.3,1.81,15.3,0.29,OneDConcat,rib
sub-verse095_vert-14-seg-vert_msk,0.86,0.55,1.41,0.94,OneDConcat,vertebra
s0842_hip_msk,0.76,1.21,5.0,0.32,TLPredictor,hip
s1174_rib_msk,0.57,0.92,2.45,0.53,UNet,rib
s0171_femur_left_msk,0.92,1.05,3.32,0.78,TLPredictor,femur
s1174_rib_msk,0.62,0.73,5.2,0.56,SwinUNETR,rib
sub-verse095_vert-14-seg-vert_msk,0.84,0.68,1.73,0.93,UNet,vertebra
s0171_femur_left_msk,0.94,0.77,2.83,0.87,TwoDPermuteConcat,femur
s0842_hip_msk,0.81,1.01,3.0,0.42,MultiScale2DPermuteConcat,hip
sub-verse095_vert-14-seg-vert_msk,0.83,0.72,2.0,0.91,MultiScale2DPermuteConcat,vertebra
s1174_rib_msk,0.33,1.6,5.92,0.32,TLPredictor,rib
s0171_femur_left_msk,0.94,0.84,2.45,0.88,MultiScale2DPermuteConcat,femur
s0842_hip_msk,0.82,0.89,3.0,0.44,TwoDPermuteConcat,hip
s0842_hip_msk,0.83,0.87,3.46,0.44,UNet,hip
s1174_rib_msk,0.59,0.89,3.32,0.54,TwoDPermuteConcat,rib
s0171_femur_left_msk,0.94,0.88,3.16,0.85,AttentionUnet,femur
sub-verse095_vert-14-seg-vert_msk,0.87,0.54,1.41,0.95,SwinUNETR,vertebra
s0842_hip_msk,0.81,0.9,3.0,0.44,AttentionUnet,hip
sub-verse095_vert-14-seg-vert_msk,0.83,0.75,2.0,0.92,TLPredictor,vertebra
s1174_rib_msk,0.42,1.34,5.1,0.39,UNETR,rib
s0171_femur_left_msk,0.94,0.79,2.83,0.87,UNet,femur
s0341_hip_msk,0.85,0.8,3.0,0.51,MultiScale2DPermuteConcat,hip
s0123_rib_msk,0.63,0.76,2.24,0.59,TwoDPermuteConcat,rib
sub-verse095_vert-15-seg-vert_msk,0.85,0.68,2.0,0.92,MultiScale2DPermuteConcat,vertebra
s0171_femur_right_msk,0.94,0.84,2.45,0.86,TLPredictor,femur
sub-verse095_vert-15-seg-vert_msk,0.89,0.52,1.41,0.96,SwinUNETR,vertebra
s0341_hip_msk,0.83,0.96,3.0,0.45,TwoDPermuteConcat,hip
s0123_rib_msk,0.44,1.31,4.12,0.4,TLPredictor,rib
s0171_femur_right_msk,0.94,1.32,2.45,0.89,UNet,femur
s0341_hip_msk,0.84,0.91,3.16,0.44,UNet,hip
s0123_rib_msk,0.65,0.72,2.0,0.61,UNet,rib
s0171_femur_right_msk,0.94,0.76,2.83,0.87,TwoDPermuteConcat,femur
sub-verse095_vert-15-seg-vert_msk,0.86,0.67,2.0,0.92,UNet,vertebra
s0123_rib_msk,0.63,0.65,4.36,0.56,SwinUNETR,rib
s0341_hip_msk,0.81,0.96,5.0,0.37,TLPredictor,hip
s0171_femur_right_msk,0.92,1.06,3.0,0.78,OneDConcat,femur
sub-verse095_vert-15-seg-vert_msk,0.83,0.82,2.0,0.9,TLPredictor,vertebra
s0341_hip_msk,0.81,1.18,3.16,0.36,OneDConcat,hip
sub-verse095_vert-15-seg-vert_msk,0.85,0.67,1.73,0.93,TwoDPermuteConcat,vertebra
s0171_femur_right_msk,0.93,1.02,3.16,0.82,MultiScale2DPermuteConcat,femur
s0123_rib_msk,0.69,0.51,2.0,0.67,AttentionUnet,rib
s0123_rib_msk,0.55,0.99,3.61,0.51,UNETR,rib
s0171_femur_right_msk,0.95,0.67,2.24,0.91,SwinUNETR,femur
s0341_hip_msk,0.83,0.86,3.61,0.48,AttentionUnet,hip
sub-verse095_vert-15-seg-vert_msk,0.87,0.58,1.41,0.96,AttentionUnet,vertebra
s0341_hip_msk,0.81,1.05,3.46,0.42,UNETR,hip
sub-verse095_vert-15-seg-vert_msk,0.87,0.59,1.41,0.94,OneDConcat,vertebra
s0171_femur_right_msk,0.93,0.92,3.0,0.84,UNETR,femur
s0123_rib_msk,0.62,0.74,3.61,0.58,MultiScale2DPermuteConcat,rib
s0341_hip_msk,0.83,0.96,3.0,0.46,SwinUNETR,hip
s0171_femur_right_msk,0.94,0.85,3.0,0.86,AttentionUnet,femur
s0123_rib_msk,0.4,1.47,13.75,0.38,OneDConcat,rib
sub-verse095_vert-15-seg-vert_msk,0.86,0.59,1.41,0.93,UNETR,vertebra
s0519_femur_left_msk,0.94,0.84,2.45,0.88,TLPredictor,femur
s0999_rib_msk,0.37,1.39,5.74,0.39,UNETR,rib
sub-verse095_vert-16-seg-vert_msk,0.85,0.73,1.73,0.91,UNet,vertebra
s0663_hip_msk,0.84,0.84,3.61,0.47,TLPredictor,hip
sub-verse095_vert-16-seg-vert_msk,0.87,0.57,1.41,0.94,UNETR,vertebra
s0519_femur_left_msk,0.94,0.84,2.45,0.87,UNet,femur
s0999_rib_msk,0.46,0.86,3.74,0.48,AttentionUnet,rib
s0663_hip_msk,0.87,0.65,2.83,0.56,TwoDPermuteConcat,hip
s0999_rib_msk,0.24,1.95,5.74,0.31,TLPredictor,rib
s0663_hip_msk,0.87,0.61,2.24,0.6,AttentionUnet,hip
s0519_femur_left_msk,0.95,0.66,2.0,0.93,SwinUNETR,femur
sub-verse095_vert-16-seg-vert_msk,0.85,0.75,2.0,0.9,TLPredictor,vertebra
s0519_femur_left_msk,0.92,1.16,3.32,0.74,OneDConcat,femur
sub-verse095_vert-16-seg-vert_msk,0.88,0.53,1.41,0.93,TwoDPermuteConcat,vertebra
s0663_hip_msk,0.86,0.69,2.83,0.55,MultiScale2DPermuteConcat,hip
s0999_rib_msk,0.41,1.28,4.0,0.46,UNet,rib
s0519_femur_left_msk,0.95,0.7,2.24,0.92,TwoDPermuteConcat,femur
s0999_rib_msk,0.46,1.13,5.83,0.49,MultiScale2DPermuteConcat,rib
s0663_hip_msk,0.86,0.68,3.0,0.54,UNETR,hip
sub-verse095_vert-16-seg-vert_msk,0.89,0.52,1.41,0.96,AttentionUnet,vertebra
s0519_femur_left_msk,0.94,0.95,2.83,0.84,UNETR,femur
s0999_rib_msk,0.46,1.07,4.12,0.48,TwoDPermuteConcat,rib
s0663_hip_msk,0.83,0.83,3.16,0.45,OneDConcat,hip
sub-verse095_vert-16-seg-vert_msk,0.87,0.62,1.41,0.93,OneDConcat,vertebra
s0999_rib_msk,0.49,0.86,7.55,0.47,SwinUNETR,rib
s0519_femur_left_msk,0.95,0.84,2.24,0.88,MultiScale2DPermuteConcat,femur
s0663_hip_msk,0.88,0.61,2.83,0.6,UNet,hip
sub-verse095_vert-16-seg-vert_msk,0.89,0.52,1.41,0.96,SwinUNETR,vertebra
sub-verse095_vert-16-seg-vert_msk,0.85,0.66,2.0,0.9,MultiScale2DPermuteConcat,vertebra
s0663_hip_msk,0.89,0.56,2.24,0.63,SwinUNETR,hip
s0519_femur_left_msk,0.95,0.79,2.45,0.89,AttentionUnet,femur
s0999_rib_msk,0.21,2.21,15.26,0.26,OneDConcat,rib
s0625_rib_msk,0.47,1.13,3.32,0.49,AttentionUnet,rib
s0986_hip_msk,0.72,1.4,4.12,0.29,OneDConcat,hip
sub-verse095_vert-17-seg-vert_msk,0.89,0.5,1.41,0.95,AttentionUnet,vertebra
s0519_femur_right_msk,0.96,0.67,2.0,0.93,AttentionUnet,femur
s0986_hip_msk,0.79,1.0,3.61,0.41,AttentionUnet,hip
sub-verse095_vert-17-seg-vert_msk,0.85,0.73,2.0,0.89,TLPredictor,vertebra
s0519_femur_right_msk,0.92,1.19,4.0,0.74,TLPredictor,femur
s0625_rib_msk,0.16,2.27,17.23,0.26,OneDConcat,rib
s0519_femur_right_msk,0.95,0.68,2.0,0.92,TwoDPermuteConcat,femur
s0986_hip_msk,0.81,1.01,3.16,0.43,SwinUNETR,hip
sub-verse095_vert-17-seg-vert_msk,0.88,0.58,1.41,0.93,TwoDPermuteConcat,vertebra
s0625_rib_msk,0.18,2.1,6.08,0.28,TLPredictor,rib
s0625_rib_msk,0.55,1.01,4.12,0.52,SwinUNETR,rib
s0986_hip_msk,0.82,0.92,3.32,0.46,MultiScale2DPermuteConcat,hip
s0519_femur_right_msk,0.96,0.65,2.24,0.92,SwinUNETR,femur
sub-verse095_vert-17-seg-vert_msk,0.9,0.5,1.41,0.95,SwinUNETR,vertebra
sub-verse095_vert-17-seg-vert_msk,0.86,0.66,2.0,0.89,MultiScale2DPermuteConcat,vertebra
s0519_femur_right_msk,0.95,0.71,2.24,0.93,UNet,femur
s0986_hip_msk,0.77,1.13,4.24,0.33,TLPredictor,hip
s0625_rib_msk,0.43,1.31,3.32,0.47,TwoDPermuteConcat,rib
s0625_rib_msk,0.44,1.37,4.12,0.46,UNet,rib
s0986_hip_msk,0.77,1.09,3.74,0.38,TwoDPermuteConcat,hip
s0519_femur_right_msk,0.95,0.74,2.24,0.9,UNETR,femur
sub-verse095_vert-17-seg-vert_msk,0.87,0.64,1.73,0.92,UNet,vertebra
s0986_hip_msk,0.8,1.06,3.74,0.38,UNet,hip
s0625_rib_msk,0.4,1.53,5.2,0.41,UNETR,rib
s0519_femur_right_msk,0.95,0.72,2.0,0.91,MultiScale2DPermuteConcat,femur
sub-verse095_vert-17-seg-vert_msk,0.9,0.48,1.41,0.96,UNETR,vertebra
s0986_hip_msk,0.74,1.38,4.12,0.3,UNETR,hip
sub-verse095_vert-17-seg-vert_msk,0.85,0.72,2.0,0.89,OneDConcat,vertebra
s0625_rib_msk,0.46,1.19,5.39,0.48,MultiScale2DPermuteConcat,rib
s0519_femur_right_msk,0.9,1.49,4.24,0.62,OneDConcat,femur
sub-verse095_vert-18-seg-vert_msk,0.9,0.51,1.41,0.96,AttentionUnet,vertebra
s1070_rib_msk,0.23,1.79,13.6,0.31,OneDConcat,rib
s0992_femur_left_msk,0.95,0.6,2.0,0.95,UNet,femur
s0089_hip_msk,0.8,1.08,2.83,0.42,AttentionUnet,hip
sub-verse095_vert-18-seg-vert_msk,0.87,0.71,1.73,0.91,OneDConcat,vertebra
s1070_rib_msk,0.4,1.28,3.74,0.45,TwoDPermuteConcat,rib
s0992_femur_left_msk,0.96,0.58,2.0,0.95,MultiScale2DPermuteConcat,femur
s0089_hip_msk,0.81,1.02,3.32,0.45,MultiScale2DPermuteConcat,hip
s0089_hip_msk,0.74,1.3,3.74,0.34,OneDConcat,hip
sub-verse095_vert-18-seg-vert_msk,0.89,0.57,1.41,0.93,TwoDPermuteConcat,vertebra
s1070_rib_msk,0.46,1.03,3.61,0.5,AttentionUnet,rib
s0992_femur_left_msk,0.93,0.85,2.45,0.84,OneDConcat,femur
s0089_hip_msk,0.79,1.25,4.0,0.4,UNETR,hip
sub-verse095_vert-18-seg-vert_msk,0.89,0.58,1.73,0.93,MultiScale2DPermuteConcat,vertebra
s1070_rib_msk,0.28,1.69,4.12,0.35,TLPredictor,rib
s0992_femur_left_msk,0.95,0.63,2.24,0.91,SwinUNETR,femur
s0089_hip_msk,0.83,0.83,2.83,0.48,TwoDPermuteConcat,hip
sub-verse095_vert-18-seg-vert_msk,0.87,0.73,2.0,0.9,TLPredictor,vertebra
s1070_rib_msk,0.42,1.19,4.47,0.46,UNETR,rib
s0992_femur_left_msk,0.96,0.55,1.73,0.96,AttentionUnet,femur
sub-verse095_vert-18-seg-vert_msk,0.9,0.53,1.41,0.96,UNETR,vertebra
s0992_femur_left_msk,0.95,0.61,2.0,0.94,UNETR,femur
s1070_rib_msk,0.56,0.74,3.46,0.56,SwinUNETR,rib
s0089_hip_msk,0.84,0.98,2.45,0.48,SwinUNETR,hip
s0992_femur_left_msk,0.94,0.85,2.24,0.9,TLPredictor,femur
s1070_rib_msk,0.46,1.08,3.0,0.5,UNet,rib
s0089_hip_msk,0.73,1.43,4.24,0.3,TLPredictor,hip
sub-verse095_vert-18-seg-vert_msk,0.88,0.65,1.41,0.95,UNet,vertebra
s0992_femur_left_msk,0.95,0.65,2.24,0.92,TwoDPermuteConcat,femur
sub-verse095_vert-18-seg-vert_msk,0.9,0.57,1.41,0.96,SwinUNETR,vertebra
s1070_rib_msk,0.41,1.23,5.0,0.46,MultiScale2DPermuteConcat,rib
s0089_hip_msk,0.81,1.04,3.61,0.4,UNet,hip
s0992_femur_right_msk,0.94,0.76,2.83,0.89,UNETR,femur
s0804_hip_msk,0.8,1.32,4.24,0.45,UNETR,hip
s0952_rib_msk,0.17,4.73,16.53,0.14,MultiScale2DPermuteConcat,rib
sub-verse095_vert-19-seg-vert_msk,0.88,0.58,2.0,0.89,OneDConcat,vertebra
s0992_femur_right_msk,0.96,0.61,2.0,0.94,AttentionUnet,femur
s0804_hip_msk,0.84,0.8,3.16,0.5,MultiScale2DPermuteConcat,hip
sub-verse095_vert-19-seg-vert_msk,0.91,0.45,1.41,0.96,AttentionUnet,vertebra
s0952_rib_msk,0.3,1.39,21.73,0.23,AttentionUnet,rib
sub-verse095_vert-19-seg-vert_msk,0.9,0.49,1.41,0.95,UNETR,vertebra
s0992_femur_right_msk,0.93,0.95,3.0,0.79,OneDConcat,femur
s0952_rib_msk,0.18,6.4,21.75,0.2,UNet,rib
s0804_hip_msk,0.83,0.84,3.0,0.47,TwoDPermuteConcat,hip
s0804_hip_msk,0.85,0.96,3.0,0.53,SwinUNETR,hip
sub-verse095_vert-19-seg-vert_msk,0.86,0.79,2.0,0.9,TLPredictor,vertebra
s0952_rib_msk,0.0,16.9,31.59,0.0,OneDConcat,rib
s0992_femur_right_msk,0.93,0.99,3.0,0.86,TLPredictor,femur
s0952_rib_msk,0.2,3.48,13.19,0.19,TwoDPermuteConcat,rib
s0992_femur_right_msk,0.95,0.61,2.24,0.92,SwinUNETR,femur
s0804_hip_msk,0.77,1.16,3.32,0.34,OneDConcat,hip
sub-verse095_vert-19-seg-vert_msk,0.88,0.59,1.73,0.91,TwoDPermuteConcat,vertebra
s0804_hip_msk,0.83,0.78,3.74,0.47,AttentionUnet,hip
s0992_femur_right_msk,0.96,0.54,1.73,0.96,UNet,femur
s0952_rib_msk,0.2,5.93,22.47,0.21,UNETR,rib
